league,year,date,game,patch,side,t1,t2,top_t1,jung_t1,mid_t1,adc_t1,sup_t1,top_t2,jung_t2,mid_t2,adc_t2,sup_t2,kills_t2,market_name,selection_line,bet_line,bet_value,bet_type,event_id,bet_status,house_odds,home_score,away_score,actual_value,gamelength,total_kills,result_t1,matched_map,matching_score
LCK,2025,2025-09-02 08:00:00,DN Freecs.Ch vs Hanwha Life Esports.Ch,15.17,Blue,DN Freecs.Ch,Hanwha Life Esports.Ch,Ambessa,Xin Zhao,Orianna,Xayah,Rakan,Sion,Wukong,Annie,Corki,Neeko,10,Map 1 - Totals,Under Total Kills,under,30.5,kills,180593824,lost,1.83,0,0,32.0,36.42,32,1,1,HIGH
LCK,2025,2025-09-02 08:00:00,DN Freecs.Ch vs Hanwha Life Esports.Ch,15.17,Blue,DN Freecs.Ch,Hanwha Life Esports.Ch,Rumble,Jarvan IV,Ryze,Zeri,Lulu,Galio,Nocturne,Aurora,Sivir,Alistar,33,Map 2 - Totals,Under Total Kills,under,30.5,kills,180593824,lost,1.83,0,0,32.0,36.45,55,0,2,HIGH
EBL,2025,2025-09-02 17:00:00,Crvena Zvezda vs Lenovo Legion Honved,15.17,Blue,Crvena Zvezda,Lenovo Legion Honved,Sion,Pantheon,Morgana,Yunara,Rell,Ambessa,Wukong,Taliyah,Corki,Alistar,30,Map 1 - Totals,Under Total Kills,under,41.5,kills,180638477,won,1.8,0,0,35.0,25.5,36,0,1,HIGH
EBL,2025,2025-09-02 17:00:00,Crvena Zvezda vs Lenovo Legion Honved,15.17,Blue,Crvena Zvezda,Lenovo Legion Honved,Aatrox,Jarvan IV,Ryze,Varus,Nautilus,Renekton,Vi,LeBlanc,Sivir,Thresh,26,Map 2 - Totals,Under Total Kills,under,41.5,kills,180638477,won,1.8,0,0,35.0,25.67,41,1,2,HIGH
LFL,2025,2025-09-03 16:00:00,Vitality.Bee vs BK ROG Esports,15.17,Blue,Vitality.Bee,BK ROG Esports,Rumble,Jarvan IV,Galio,Yunara,Rell,Ambessa,Trundle,Orianna,Kai'Sa,Rakan,3,Map 1 - Totals,Under Total Kills,under,31.5,kills,180471134,won,1.83,0,0,17.0,26.12,17,1,1,HIGH
LFL,2025,2025-09-03 16:00:00,Vitality.Bee vs BK ROG Esports,15.17,Blue,Vitality.Bee,BK ROG Esports,Aatrox,Qiyana,LeBlanc,Varus,Neeko,Renekton,Poppy,Taliyah,Sivir,Nautilus,5,Map 2 - Totals,Under Total Kills,under,31.5,kills,180471134,won,1.83,0,0,22.0,34.58,22,1,2,HIGH
EBL,2025,2025-09-03 17:00:00,Partizan Sangal vs SPIKE Syndicate,15.17,Blue,Partizan Sangal,SPIKE Syndicate,Aatrox,Vi,Orianna,Kai'Sa,Rakan,Sion,Wukong,Galio,Corki,Alistar,3,Map 1 - Totals,Under Total Kills,under,33.5,kills,180638478,won,1.83,0,0,14.0,27.18,15,1,1,HIGH
EBL,2025,2025-09-03 17:00:00,Partizan Sangal vs SPIKE Syndicate,15.17,Blue,Partizan Sangal,SPIKE Syndicate,Ornn,Nautilus,Azir,Zeri,Milio,Jayce,Maokai,Yone,Tristana,Rell,18,Map 2 - Totals,Under Total Kills,under,33.5,kills,180638478,won,1.83,0,0,22.0,24.92,24,0,2,HIGH
LPL,2025,2025-09-03 18:00:00,FlameHard vs GTZ Esports,15.17,Blue,FlameHard,GTZ Esports,K'Sante,Vi,Orianna,Smolder,Rell,Sion,Trundle,Hwei,Yunara,Alistar,1,Map 1 - Totals,Under Total Kills,under,35.5,kills,180578388,won,1.83,0,0,22.0,30.42,22,1,1,HIGH
LPL,2025,2025-09-03 18:00:00,FlameHard vs GTZ Esports,15.17,Blue,FlameHard,GTZ Esports,Aurora,Lillia,Jayce,Senna,Bard,Rumble,Wukong,Syndra,Ezreal,Rakan,22,Map 2 - Totals,Under Total Kills,under,35.5,kills,180578388,won,1.83,0,0,26.0,29.97,26,0,2,HIGH
NACL,2025,2025-09-03 21:00:00,Conviction vs Luminosity Gaming,15.17,Blue,Conviction,Luminosity Gaming,Rumble,Vi,Kog'Maw,Ezreal,Rakan,Ornn,Poppy,Orianna,Corki,Nami,5,Map 1 - Totals,Under Total Kills,under,28.5,kills,180081890,lost,1.83,0,0,30.0,33.27,30,1,1,HIGH
NACL,2025,2025-09-03 21:00:00,Conviction vs Luminosity Gaming,15.17,Blue,Conviction,Luminosity Gaming,Jax,Sejuani,Azir,Senna,Nautilus,Gragas,Skarner,Ziggs,Yunara,Rell,7,Map 2 - Totals,Under Total Kills,under,28.5,kills,180081890,won,1.83,0,0,22.0,39.98,22,1,2,HIGH
EBL,2025,2025-09-04 17:00:00,Lenovo Legion Honved vs SPIKE Syndicate,15.17,Blue,Lenovo Legion Honved,SPIKE Syndicate,Ornn,Kha'Zix,Neeko,Corki,Leona,Rumble,Trundle,Morgana,Miss Fortune,Rakan,7,Map 2 - Totals,Under Total Kills,under,37.5,kills,180722336,won,1.83,0,0,30.0,26.85,30,1,2,HIGH
LCK,2025,2025-09-07 06:00:00,Nongshim RedForce vs Dplus KIA,15.17,Blue,Nongshim RedForce,Dplus KIA,Ambessa,Pantheon,Akali,Corki,Neeko,Rumble,Jarvan IV,Orianna,Ezreal,Karma,21,Map 1 - Totals,Under Total Kills,under,29.5,kills,180862126,lost,1.83,0,0,32.0,36.83,36,0,1,HIGH
LCK,2025,2025-09-07 06:00:00,Nongshim RedForce vs Dplus KIA,15.17,Blue,Nongshim RedForce,Dplus KIA,Yorick,Xin Zhao,Annie,Sivir,Alistar,Aurora,Lee Sin,Ryze,Zeri,Rakan,19,Map 2 - Totals,Under Total Kills,under,29.5,kills,180862126,won,1.83,0,0,29.0,33.95,29,0,2,HIGH
LPL,2025,2025-09-08 06:00:00,Anyone's Legend vs Weibo Gaming,15.17,Blue,Anyone's Legend,Weibo Gaming,Sion,Poppy,Orianna,Sivir,Lulu,Gwen,Wukong,Taliyah,Yunara,Leona,4,Map 1 - Totals,Over Total Kills,over,29.5,kills,180647558,lost,1.83,0,0,22.0,27.87,22,1,1,HIGH
LPL,2025,2025-09-08 06:00:00,Anyone's Legend vs Weibo Gaming,15.17,Blue,Anyone's Legend,Weibo Gaming,Renekton,Qiyana,Annie,Xayah,Rakan,Ornn,Zed,Galio,Kai'Sa,Alistar,6,Map 2 - Totals,Over Total Kills,over,29.5,kills,180647558,won,1.83,0,0,32.0,30.82,32,1,2,HIGH
LEC,2025,2025-09-08 15:00:00,Movistar KOI vs Fnatic,15.17,Blue,Movistar KOI,Fnatic,Varus,Xin Zhao,Galio,Xayah,Rakan,Aurora,Wukong,Orianna,Sivir,Rell,20,Map 1 - Totals,Under Total Kills,under,25.5,kills,180793862,lost,1.83,0,0,31.0,42.67,32,0,1,HIGH
LEC,2025,2025-09-08 15:00:00,Movistar KOI vs Fnatic,15.17,Blue,Movistar KOI,Fnatic,Akali,Pantheon,Yone,Tristana,Alistar,Gwen,Vi,Corki,Kai'Sa,Neeko,10,Map 2 - Totals,Under Total Kills,under,25.5,kills,180793862,lost,1.83,0,0,30.0,30.97,30,1,2,HIGH
LCK,2025,2025-09-10 08:00:00,T1 vs Dplus KIA,15.17,Blue,T1,Dplus KIA,Aatrox,Pantheon,Galio,Jhin,Neeko,Ambessa,Jarvan IV,Orianna,Ezreal,Bard,17,Map 1 - Totals,Over Total Kills,over,28.5,kills,180918343,lost,1.83,0,0,24.0,34.42,24,0,1,HIGH
LCK,2025,2025-09-10 08:00:00,T1 vs Dplus KIA,15.17,Blue,T1,Dplus KIA,Jax,Wukong,Ryze,Corki,Rell,K'Sante,Qiyana,Twisted Fate,Yunara,Alistar,10,Map 2 - Totals,Over Total Kills,over,28.5,kills,180918343,lost,1.83,0,0,25.0,34.85,25,1,2,HIGH
LFL,2025,2025-09-10 16:00:00,Gentle Mates vs Vitality.Bee,15.17,Blue,Gentle Mates,Vitality.Bee,Rumble,Jarvan IV,Annie,Xayah,Rakan,Varus,Pantheon,Galio,Corki,Rell,6,Map 1 - Totals,Under Total Kills,under,29.5,kills,180723896,pending,1.83,0,0,,33.45,25,1,1,HIGH
LFL,2025,2025-09-10 16:00:00,Gentle Mates vs Vitality.Bee,15.17,Blue,Gentle Mates,Vitality.Bee,Sion,Wukong,Syndra,Senna,Braum,Yorick,Xin Zhao,Ryze,Kai'Sa,Alistar,23,Map 2 - Totals,Under Total Kills,under,29.5,kills,180723896,pending,1.83,0,0,,26.82,32,0,2,HIGH
